mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4,2_squeezenet1_1-4,3_squeezenet1_1-4
mig,0.1,20.7369327545166,16.553878784179688,17.12179183959961,14.293909072875977
mig,0.2,21.042346954345703,21.67963981628418,24.964332580566406,16.78943634033203
mig,0.3,18.002748489379883,18.00704002380371,18.770694732666016,20.28799057006836
mig,0.4,18.558025360107422,23.64969253540039,19.872665405273438,29.453516006469727
mig,0.5,25.16317367553711,26.224851608276367,37.06192970275879,32.616376876831055
mig,0.6,41.473388671875,52.54626274108887,42.49453544616699,41.300296783447266
mig,0.7,96.36759757995605,97.32222557067871,95.76177597045898,52.256107330322266
mig,0.8,190.13285636901855,134.24301147460938,115.72670936584473,106.86707496643066
mig,0.9,299.1313934326172,274.16515350341797,307.21068382263184,214.7197723388672
mig,1.0,2067.074775695801,2739.6435737609863,2462.5141620635986,2261.132001876831
