mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4,2_squeezenet1_1-4,3_squeezenet1_1-4
mig,0.1,6.870031356811523,6.838321685791014,6.584525108337402,5.172967910766602
mig,0.2,7.851529121398925,7.808876037597658,7.729291915893556,6.86326026916504
mig,0.3,6.371593475341798,6.2766313552856445,6.342458724975585,7.062530517578127
mig,0.4,5.776739120483399,5.988121032714844,5.84073066711426,8.409261703491211
mig,0.5,7.689476013183594,7.564306259155273,7.725954055786131,10.87939739227295
mig,0.6,11.063241958618166,12.56723403930664,11.202096939086914,13.784313201904297
mig,0.7,18.01543235778809,21.553325653076175,19.28229331970216,19.223189353942875
mig,0.8,66.24026298522949,26.60369873046876,27.52175331115723,27.312397956848145
mig,0.9,62.45861053466799,53.26941013336184,68.07007789611826,73.66466522216795
mig,1.0,2002.2292852401736,2534.291362762451,2362.4664068222046,1983.1862449645996
