mode,load,0_mobilenet_v3_large-32,1_efficientnet_b6-4,2_vgg19-8
mps-uncap,1.0,1949.1220901772488,84.64817324143402,801.3150620651069
mig,1.0,3101.4628188604743,206.24832266029884,353.0815612524557
