mode,load,0_mobilenet_v3_large-32,1_efficientnet_b6-4,2_vgg19-8
mps-uncap,1.0,18.861801624298096,50.843353271484375,11.752233505249025
mig,1.0,12.379937171936039,20.15280246734619,23.785753250122074
