mode,load,0_mobilenet_v3_large-32,1_efficientnet_b6-4,2_vgg19-8
mps-uncap,1.0,29.18100357055664,55.37676811218262,22.602319717407227
mig,1.0,20.71404457092285,28.352975845336914,25.882482528686523
