mode,load,0_mobilenet_v3_large-32,1_efficientnet_b6-4,2_vgg19-8
mps-uncap,1.0,16.465306282043457,47.748565673828125,10.002613067626953
mig,1.0,10.207176208496094,19.36960220336914,22.60112762451172
