mode,load,0_mobilenet_v3_large-32,1_efficientnet_b6-4,2_vgg19-8
mps-uncap,1.0,29.18076515197754,55.376529693603516,22.602081298828125
mig,1.0,20.71380615234375,28.352737426757812,25.882482528686523
