mode,load,0_densenet161-4,1_mobilenet_v3_large-32,2_vgg19-32
mps-uncap,0.8,16.370296478271484,5.61833381652832,22.428274154663086
mps-uncap,0.9,16.405105590820312,5.62286376953125,22.478818893432617
mps-uncap,1.0,41.26787185668945,5.780458450317383,24.367570877075195
mps-uncap,0.5,16.521692276000977,5.453824996948242,22.388458251953125
mps-uncap,0.6,16.535043716430664,5.400419235229492,22.1865177154541
mps-uncap,0.7,16.386032104492188,5.454301834106445,22.38011360168457
mps-uncap,0.1,17.620325088500977,7.471561431884766,22.400617599487305
mps-uncap,0.2,17.722368240356445,5.6743621826171875,22.126436233520508
mps-uncap,0.3,16.850948333740234,5.686759948730469,22.271394729614258
mps-uncap,0.4,16.336917877197266,5.4874420166015625,22.13883399963379
