mode,load,0_densenet161-4,1_mobilenet_v3_large-32,2_vgg19-32
mps-uncap,0.8,175.0288963317871,200.21429061889648,255.99217414855957
mps-uncap,0.9,331.55598640441895,1261.6549968719485,865.8089637756348
mps-uncap,1.0,465.93260765075684,3372.691297531128,4750.720262527466
mps-uncap,0.5,71.26736640930176,34.510302543640144,65.87300300598153
mps-uncap,0.6,88.76800537109374,50.1358985900879,90.91691970825197
mps-uncap,0.7,118.23320388793945,68.97876262664795,146.0224151611328
mps-uncap,0.1,41.23015403747559,19.94304656982423,35.23564338684082
mps-uncap,0.2,38.726139068603516,23.82960319519043,42.47279167175293
mps-uncap,0.3,44.601726531982436,26.713013648986816,45.776963233947754
mps-uncap,0.4,65.55008888244629,28.957605361938477,53.80711555480958
