mode,load,0_densenet161-4,1_mobilenet_v3_large-32,2_vgg19-32
mps-uncap,0.8,27.704837186526557,996.889204352549,1015.9736469689508
mps-uncap,0.9,34.439640210733906,1077.205758478631,1118.0732401394212
mps-uncap,1.0,35.188046515885425,1135.3767171949928,1130.0811402975357
mps-uncap,0.5,20.42123527948176,603.6215936532328,626.585532949973
mps-uncap,0.6,23.34535976963498,698.5489061496161,737.316170242536
mps-uncap,0.7,28.142956074536208,866.0164867059278,885.0741075181904
mps-uncap,0.1,4.281455816082643,128.70017969618496,125.29922757954478
mps-uncap,0.2,7.271063246948211,240.53901161005638,243.14074829754372
mps-uncap,0.3,12.28470158952526,352.8421898807685,350.3021271066005
mps-uncap,0.4,17.58688320493855,483.9763315540548,495.23042154705865
