mode,load,0_densenet161-4,1_mobilenet_v3_large-32,2_vgg19-32
mps-uncap,0.8,92.92325973510742,30.270051956176758,28.8238525390625
mps-uncap,0.9,97.59640693664551,31.565570831298828,28.948068618774414
mps-uncap,1.0,96.74839973449707,30.864763259887695,28.941059112548828
mps-uncap,0.5,62.79182434082031,28.02290916442871,27.9573917388916
mps-uncap,0.6,81.38291835784912,28.49256992340088,28.848743438720703
mps-uncap,0.7,86.45832538604736,29.807496070861816,28.566741943359375
mps-uncap,0.1,41.18204116821289,19.15302276611328,33.91098976135254
mps-uncap,0.2,38.443708419799805,22.14746475219728,27.69947052001954
mps-uncap,0.3,38.89927864074709,24.292945861816406,27.63991355895996
mps-uncap,0.4,56.26792907714843,26.305437088012695,27.739906311035156
