mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,14797.757539749146,16336.898365020752,16102.542626857754
mps-uncap,0.9,20044.99608039856,20586.89350605011,21804.12541627884
mps-uncap,1.0,23800.907526016235,25715.746631622318,25293.865633010868
mps-uncap,0.5,231.2351202964783,66.80583953857422,85.6494903564453
mps-uncap,0.6,1149.276728630066,1428.349883556366,2466.0221338272095
mps-uncap,0.7,9433.362350463867,9489.433860778809,7957.045009136199
mps-uncap,0.1,58.86159896850588,23.859081268310536,28.269355297088655
mps-uncap,0.2,60.15761613845828,18.172097206115662,20.515127182006825
mps-uncap,0.3,92.91840791702275,18.53374719619752,22.756576538085938
mps-uncap,0.4,140.94804763793948,33.656778335571296,34.014377593994155
