mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,33.17117691040039,12.638092041015625,17.737627029418945
mps-uncap,0.9,31.190872192382812,18.11504364013672,17.676830291748047
mps-uncap,1.0,28.266429901123047,19.809961318969727,17.84491539001465
mps-uncap,0.5,28.19347381591797,15.024900436401367,18.328189849853516
mps-uncap,0.6,31.94260597229004,12.117147445678711,17.7762508392334
mps-uncap,0.7,28.490781784057617,18.662214279174805,11.341571807861328
mps-uncap,0.1,38.75875473022461,11.749505996704102,12.740850448608398
mps-uncap,0.2,33.54382514953613,9.724855422973633,17.694473266601562
mps-uncap,0.3,24.8873233795166,14.363765716552734,14.455795288085938
mps-uncap,0.4,30.549049377441406,12.460947036743164,18.871307373046875
