mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,14777.150373458862,16332.746505737305,16097.55147695541
mps-uncap,0.9,20024.329059123993,20582.81373977661,21799.13865327835
mps-uncap,1.0,23779.997549057007,25711.579642295837,25288.76967430115
mps-uncap,0.5,209.89488124847418,62.6065731048584,80.24259805679321
mps-uncap,0.6,1128.211121559143,1424.294240474701,2460.9348702430725
mps-uncap,0.7,9411.828365325928,9485.337507724762,7952.184488773345
mps-uncap,0.1,37.95361518859865,16.77067756652829,19.545016288757324
mps-uncap,0.2,38.89008760452272,12.970399856567381,14.117498397827125
mps-uncap,0.3,72.04552888870245,14.441833496093752,17.672419548034668
mps-uncap,0.4,119.98828887939457,29.519557952880877,28.97545337677004
