mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,14870.616674423218,16490.344285964966,16245.009899139404
mps-uncap,0.9,20185.953855514526,20762.033224105835,22007.18402862549
mps-uncap,1.0,24127.22945213318,25954.020023345947,25530.070304870605
mps-uncap,0.5,266.8008804321289,107.55705833435059,107.2242259979248
mps-uncap,0.6,1225.5017757415771,1485.1317405700684,2508.251905441284
mps-uncap,0.7,9497.445344924927,9541.432857513428,8031.350135803223
mps-uncap,0.1,82.26513862609863,36.149024963378906,36.57412528991699
mps-uncap,0.2,78.78232002258301,32.21893310546875,35.7670783996582
mps-uncap,0.3,110.03684997558594,28.94306182861328,35.85028648376465
mps-uncap,0.4,184.00168418884277,50.3997802734375,55.832624435424805
