mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,14847.275018692017,16478.424549102783,16236.981391906738
mps-uncap,0.9,20161.28897666931,20754.45580482483,22000.534772872925
mps-uncap,1.0,24101.062774658203,25941.328287124634,25516.472339630127
mps-uncap,0.5,245.5148696899414,103.38473320007324,102.28753089904785
mps-uncap,0.6,1204.3554782867432,1480.9563159942627,2503.183126449585
mps-uncap,0.7,9476.812362670898,9537.389278411865,8022.353410720825
mps-uncap,0.1,61.0044002532959,31.703948974609375,30.74359893798828
mps-uncap,0.2,57.66701698303223,28.079986572265625,30.700206756591797
mps-uncap,0.3,89.06221389770508,24.85346794128418,30.850887298583984
mps-uncap,0.4,162.09030151367188,46.23532295227051,50.83036422729492
