mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,13810.63814163208,14814.806652069092,14705.921292304993
mps-uncap,0.9,18229.843187332153,18580.77692985535,19749.836683273315
mps-uncap,1.0,21913.69352340698,23311.80715560913,23072.4515914917
mps-uncap,0.5,113.50846290588379,33.094167709350586,37.28628158569336
mps-uncap,0.6,872.7691173553469,1320.9386110305786,2089.401936531067
mps-uncap,0.7,8441.034269332886,8606.345772743225,7290.961146354675
mps-uncap,0.1,12.479782104492188,6.993532180786133,8.220338821411135
mps-uncap,0.2,19.181632995605472,6.141996383666992,6.3161849975585955
mps-uncap,0.3,34.062981605529785,7.218718528747559,8.418083190917969
mps-uncap,0.4,58.19411277770997,13.052940368652347,14.26239013671875
