mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,22.21038818359375,4.571189880371094,5.641794204711912
mps-uncap,0.9,22.400836944580078,4.4293928146362305,5.817043781280516
mps-uncap,1.0,23.474483489990238,4.668345451354982,5.720520019531252
mps-uncap,0.5,22.697665691375736,4.624128341674805,5.754411220550537
mps-uncap,0.6,22.47000217437744,4.751479625701904,5.602536201477051
mps-uncap,0.7,22.722043991088867,4.957509040832522,5.451018810272216
mps-uncap,0.1,38.14201831817627,9.856538772583006,11.98133945465088
mps-uncap,0.2,24.834563732147217,8.466329574584954,9.873313903808588
mps-uncap,0.3,23.742949962615967,6.167337894439698,6.921529769897461
mps-uncap,0.4,23.08186531066895,4.95344638824463,6.094760894775392
