mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,20.604610443115234,4.176616668701172,4.9887895584106445
mps-uncap,0.9,20.702600479125977,4.117488861083984,5.021572113037109
mps-uncap,1.0,20.979642868041992,4.158973693847656,5.1136016845703125
mps-uncap,0.5,20.893335342407227,4.1255950927734375,4.995584487915039
mps-uncap,0.6,20.640254020690918,4.100561141967773,5.057096481323242
mps-uncap,0.7,20.74599266052246,4.120111465454102,4.911899566650391
mps-uncap,0.1,22.650957107543945,7.847070693969727,9.23621654510498
mps-uncap,0.2,21.65544033050537,4.6844482421875,5.57255744934082
mps-uncap,0.3,21.282196044921875,4.171252250671387,5.064964294433594
mps-uncap,0.4,21.069049835205078,4.194974899291992,5.059719085693359
