mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,20.183563232421875,4.04667854309082,4.848957061767578
mps-uncap,0.9,20.453453063964844,3.9925575256347656,4.890680313110352
mps-uncap,1.0,20.595550537109375,4.036188125610352,4.98509407043457
mps-uncap,0.5,20.391464233398438,4.000425338745117,4.859447479248047
mps-uncap,0.6,20.34926414489746,3.985881805419922,4.9495697021484375
mps-uncap,0.7,20.516157150268555,4.013538360595703,4.796266555786133
mps-uncap,0.1,20.658493041992188,4.0111541748046875,4.951715469360352
mps-uncap,0.2,20.43461799621582,4.012823104858398,4.786252975463867
mps-uncap,0.3,20.375490188598633,3.9544105529785156,4.810333251953125
mps-uncap,0.4,20.38431167602539,4.025697708129883,4.865407943725586
