mode,load,0_densenet201-2,1_mobilenet_v2-4,2_mobilenet_v3_large-8
mps-uncap,0.8,13831.256771087645,14818.993616104126,14711.012244224548
mps-uncap,0.9,18250.460696220398,18584.855031967167,19754.875659942627
mps-uncap,1.0,21934.69786643982,23315.93427658081,23077.536821365356
mps-uncap,0.5,134.61525440216064,37.22071647644043,42.27745532989502
mps-uncap,0.6,893.8625097274783,1325.087571144104,2094.546937942505
mps-uncap,0.7,8461.681032180786,8610.443949699402,7295.950436592102
mps-uncap,0.1,37.801408767700195,15.14086723327637,17.407274246215824
mps-uncap,0.2,40.60096740722657,11.204767227172853,12.160539627075195
mps-uncap,0.3,54.96478080749512,11.375141143798828,13.455390930175781
mps-uncap,0.4,79.19878959655762,17.230939865112305,19.356107711791996
