mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,138.66209983825684,118.46518516540527,141.1454677581787
mps-uncap,0.9,335.16526222229004,260.3883743286133,262.2518539428711
mps-uncap,1.0,1369.5900440216064,1770.0836658477783,736.1161708831787
mps-uncap,0.5,83.56213569641113,71.27952575683594,87.36276626586914
mps-uncap,0.6,92.12064743041992,119.11344528198242,88.1803035736084
mps-uncap,0.7,177.28042602539062,167.1147346496582,127.87842750549316
mps-uncap,0.1,39.72458839416504,52.68430709838867,25.16031265258789
mps-uncap,0.2,44.40808296203613,57.33633041381836,35.09712219238281
mps-uncap,0.3,61.70368194580078,53.34782600402832,48.57969284057617
mps-uncap,0.4,67.25001335144043,68.08161735534668,47.478437423706055
