mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,78.5035037994383,72.11561203002935,94.01168346405032
mps-uncap,0.9,253.5682010650634,188.43898773193362,189.86013412475566
mps-uncap,1.0,1198.0692529678345,1682.512941360474,654.2785644531249
mps-uncap,0.5,39.791517257690394,39.366114139556906,33.31496715545654
mps-uncap,0.6,51.32424354553212,41.083836555481035,42.86311864852911
mps-uncap,0.7,82.76596069335929,68.05541753768918,59.22183990478519
mps-uncap,0.1,19.000828266143778,19.48969841003418,9.1703701019287
mps-uncap,0.2,20.701379776000994,25.884056091308462,11.935596466064467
mps-uncap,0.3,24.62090253829948,22.45422840118407,21.006307601928697
mps-uncap,0.4,32.85668849945072,27.590301036834795,24.29704666137695
