mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,104.24139976501448,91.21196746826173,111.38008594512947
mps-uncap,0.9,279.8064804077148,208.9386463165284,205.98951339721654
mps-uncap,1.0,1224.5687055587769,1705.4856157302863,673.1521224975586
mps-uncap,0.5,56.617822647094705,53.94152402877812,46.47777318954467
mps-uncap,0.6,72.35578060150135,61.52319192886377,56.55268430709841
mps-uncap,0.7,102.66381263732906,83.3937382698053,76.7354726791382
mps-uncap,0.1,38.346593379974365,39.17971611022949,21.159324645996076
mps-uncap,0.2,40.50965309143067,40.4158592224121,23.383345603942875
mps-uncap,0.3,42.78148174285889,42.303967475891106,32.25544929504392
mps-uncap,0.4,49.44869279861456,41.895897388458344,37.40826368331907
