mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,110.09669303894043,105.8807373046875,124.66931343078613
mps-uncap,0.9,309.1013431549072,237.26630210876465,243.65878105163574
mps-uncap,1.0,1342.2670364379883,1747.8506565093994,718.4357643127441
mps-uncap,0.5,67.62361526489258,62.13712692260742,71.4869499206543
mps-uncap,0.6,70.59144973754883,96.86708450317383,69.20480728149414
mps-uncap,0.7,148.35858345031738,144.67239379882812,114.65883255004883
mps-uncap,0.1,21.857500076293945,36.18884086608887,13.973236083984375
mps-uncap,0.2,26.38721466064453,44.67320442199707,21.919965744018555
mps-uncap,0.3,42.296648025512695,39.31856155395508,31.983137130737305
mps-uncap,0.4,45.68362236022949,50.5518913269043,33.02884101867676
