mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,19.405841827392578,15.747547149658203,14.751791954040527
mps-uncap,0.9,23.93817901611328,19.968748092651367,16.673803329467773
mps-uncap,1.0,26.743650436401367,22.52507209777832,18.347740173339844
mps-uncap,0.5,17.07601547241211,15.206456184387207,12.652158737182617
mps-uncap,0.6,16.982078552246094,15.093088150024414,13.21113109588623
mps-uncap,0.7,18.45526695251465,15.03455638885498,14.362812042236328
mps-uncap,0.1,23.12755584716797,20.960569381713867,11.990547180175781
mps-uncap,0.2,18.224000930786133,19.42276954650879,12.160778045654297
mps-uncap,0.3,17.589092254638672,15.897035598754883,11.977195739746094
mps-uncap,0.4,17.16911792755127,15.474319458007812,12.552738189697266
