mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,10.668516159057617,9.057283401489258,10.363578796386719
mps-uncap,0.9,10.692596435546875,9.111642837524414,10.37740707397461
mps-uncap,1.0,12.375593185424805,9.1400146484375,10.533332824707031
mps-uncap,0.5,10.578632354736328,9.06991958618164,10.41865348815918
mps-uncap,0.6,10.561227798461914,9.156942367553711,10.35618782043457
mps-uncap,0.7,10.646581649780273,9.05466079711914,10.421276092529297
mps-uncap,0.1,10.724067687988281,9.132623672485352,10.486602783203125
mps-uncap,0.2,10.688304901123047,9.181976318359375,10.487556457519531
mps-uncap,0.3,10.671138763427734,9.082794189453125,10.40196418762207
mps-uncap,0.4,10.59722900390625,9.148120880126953,10.44464111328125
