mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,0.012159347534179688,0.010013580322265625,0.01239776611328125
mps-uncap,0.9,0.012636184692382812,0.01239776611328125,0.011682510375976562
mps-uncap,1.0,0.0152587890625,0.011205673217773438,0.013113021850585938
mps-uncap,0.5,0.011444091796875,0.010251998901367188,0.01049041748046875
mps-uncap,0.6,0.01239776611328125,0.011444091796875,0.011920928955078125
mps-uncap,0.7,0.011920928955078125,0.01049041748046875,0.01049041748046875
mps-uncap,0.1,0.021696090698242188,0.01239776611328125,0.021457672119140625
mps-uncap,0.2,0.015974044799804688,0.02002716064453125,0.0209808349609375
mps-uncap,0.3,0.014066696166992188,0.012874603271484375,0.013828277587890625
mps-uncap,0.4,0.012874603271484375,0.010728836059570312,0.013113021850585938
