mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,30.20024299621582,25.589704513549805,19.956588745117188
mps-uncap,0.9,30.64274787902832,25.998830795288086,19.793272018432617
mps-uncap,1.0,30.498027801513672,26.346445083618164,20.244359970092773
mps-uncap,0.5,29.306411743164062,25.10380744934082,19.257783889770508
mps-uncap,0.6,26.891708374023438,29.96993064880371,20.201683044433594
mps-uncap,0.7,29.497146606445312,25.70176124572754,19.61493492126465
mps-uncap,0.1,25.181293487548828,24.130582809448242,19.186735153198242
mps-uncap,0.2,26.681184768676758,23.671388626098633,18.98646354675293
mps-uncap,0.3,27.083873748779297,24.510860443115234,18.787622451782227
mps-uncap,0.4,28.853178024291992,24.009227752685547,20.13850212097168
