mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,25.885820388793945,22.469282150268555,20.853161811828613
mps-uncap,0.9,43.08271408081055,36.42392158508301,33.856868743896484
mps-uncap,1.0,479.4902801513672,1006.7369937896729,202.23641395568848
mps-uncap,0.5,18.15509796142578,16.602158546447754,14.29760456085205
mps-uncap,0.6,19.32072639465332,16.857385635375977,15.253543853759766
mps-uncap,0.7,23.45585823059082,19.639015197753906,17.949581146240234
mps-uncap,0.1,23.27406406402588,21.057605743408203,12.102365493774414
mps-uncap,0.2,21.186351776123047,20.519256591796875,12.394309043884277
mps-uncap,0.3,18.234729766845703,17.169475555419922,12.702703475952148
mps-uncap,0.4,17.97652244567871,16.373276710510254,13.639211654663086
