mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,36.856746673584,38.621282577514656,37.80784606933594
mps-uncap,0.9,108.25343132019044,82.80801773071289,78.27153205871579
mps-uncap,1.0,867.1624183654787,1554.215669631958,401.9189834594727
mps-uncap,0.5,14.56847190856934,15.038847923278809,13.22450637817383
mps-uncap,0.6,20.69315910339356,15.979790687561037,17.16792583465576
mps-uncap,0.7,35.98585128784181,25.541138648986816,25.564193725585938
mps-uncap,0.1,0.07295608520507812,0.07367134094238281,0.07615089416503908
mps-uncap,0.2,9.501934051513677,11.066675186157227,1.3373374938964928
mps-uncap,0.3,10.255146026611328,9.767436981201175,8.67347717285156
mps-uncap,0.4,12.588500976562502,12.358379364013675,10.6787919998169
