mode,load,0_densenet161-8,1_efficientnet_b5-8,2_inception_v3-32
mps-uncap,0.8,10.643959045410156,9.039640426635742,10.334968566894531
mps-uncap,0.9,10.66136360168457,9.065628051757812,10.35308837890625
mps-uncap,1.0,10.72072982788086,9.122133255004883,10.476112365722656
mps-uncap,0.5,10.541200637817383,9.052038192749023,10.396718978881836
mps-uncap,0.6,10.528564453125,9.132146835327148,10.340213775634766
mps-uncap,0.7,10.617256164550781,9.026288986206055,10.395526885986328
mps-uncap,0.1,10.649919509887695,9.09423828125,10.43081283569336
mps-uncap,0.2,10.65206527709961,9.148120880126953,10.436773300170898
mps-uncap,0.3,10.654926300048828,9.06229019165039,10.375022888183594
mps-uncap,0.4,10.570526123046875,9.125709533691406,10.421514511108398
