mode,load,0_inception_v3-16,1_inception_v3-16,2_inception_v3-16,3_inception_v3-16
mig,0.1,16.98446273803711,17.072677612304688,17.094850540161133,30.07817268371582
mig,0.2,16.880512237548828,17.000675201416016,16.998291015625,30.074357986450195
mig,0.3,16.891956329345703,16.96300506591797,17.035961151123047,32.81354904174805
mig,0.4,16.912221908569336,17.030954360961914,17.03929901123047,30.074119567871094
mig,0.5,16.900300979614258,17.03023910522461,17.00425148010254,30.118942260742188
mig,0.6,16.95847511291504,17.083406448364258,17.060279846191406,30.178546905517578
mig,0.7,16.824007034301758,16.939163208007812,16.936302185058594,30.185222625732422
mig,0.8,16.945600509643555,17.025470733642578,17.084121704101562,30.159711837768555
mig,0.9,16.93558692932129,17.05026626586914,17.048120498657227,30.12394905090332
mig,1.0,16.947269439697266,17.048358917236328,17.06671714782715,30.148983001708984
