mode,load,0_inception_v3-16,1_inception_v3-16,2_inception_v3-16,3_inception_v3-16
mig,0.1,41.6409969329834,39.14809226989746,45.21679878234863,57.90233612060547
mig,0.2,52.29020118713379,53.114891052246094,53.93218994140625,86.83013916015625
mig,0.3,65.521240234375,63.17138671875,63.01736831665039,118.15977096557617
mig,0.4,96.47941589355469,99.14016723632812,89.76531028747559,127.27808952331543
mig,0.5,95.00956535339355,79.45370674133301,106.92000389099121,189.1038417816162
mig,0.6,104.34317588806152,147.58563041687012,119.31753158569336,228.29222679138184
mig,0.7,132.4467658996582,146.0397243499756,142.66705513000488,300.78911781311035
mig,0.8,204.3302059173584,212.45431900024414,237.78676986694336,450.1345157623291
mig,0.9,382.73096084594727,459.43140983581543,631.2770843505859,558.2106113433838
mig,1.0,1088.4580612182617,464.91479873657227,1382.2946548461914,1041.4650440216064
