mode,load,0_inception_v3-16,1_inception_v3-16,2_inception_v3-16,3_inception_v3-16
mig,0.1,25.864601135253906,23.23174476623535,29.288053512573242,28.197050094604492
mig,0.2,36.47732734680176,37.23454475402832,38.008689880371094,57.14273452758789
mig,0.3,49.75104331970215,47.249555587768555,47.0430850982666,88.49120140075684
mig,0.4,80.67893981933594,83.25052261352539,73.81772994995117,97.60117530822754
mig,0.5,79.23769950866699,63.536643981933594,90.99698066711426,159.3618392944336
mig,0.6,88.49978446960449,131.66427612304688,103.38854789733887,198.62651824951172
mig,0.7,116.62554740905762,130.13792037963867,126.7390251159668,271.06428146362305
mig,0.8,188.54784965515137,196.52056694030762,221.86994552612305,420.43566703796387
mig,0.9,366.90711975097656,443.42517852783203,615.339994430542,528.5265445709229
mig,1.0,1072.6313591003418,448.98366928100586,1366.3508892059326,1011.7778778076172
