mode,load,0_inception_v3-16,1_inception_v3-16,2_inception_v3-16,3_inception_v3-16
mig,0.1,16.50481224060059,18.38750839233399,17.32492446899414,31.389474868774414
mig,0.2,23.588562011718754,23.546934127807614,24.713039398193366,47.49298095703126
mig,0.3,29.36491966247559,28.54914665222168,28.198575973510746,51.47593021392822
mig,0.4,33.25648307800294,31.58245086669922,32.916927337646484,55.56788444519044
mig,0.5,40.352678298950195,39.05296325683594,39.54973220825195,71.16508483886719
mig,0.6,47.54838943481445,46.250486373901374,52.57239341735843,104.20780181884764
mig,0.7,67.7530288696289,60.00208854675293,62.12046146392823,133.0814838409425
mig,0.8,101.65057182312012,101.43098831176762,93.12784671783447,231.80818557739255
mig,0.9,157.47966766357422,252.42209434509277,273.6382484436035,284.76605415344255
mig,1.0,947.1962451934814,274.98769760131836,1151.397466659546,762.7929449081421
