mode,load,0_inception_v3-16,1_inception_v3-16,2_inception_v3-16,3_inception_v3-16
mig,0.1,16.83778285980218,16.934030055999738,15.466773509979229,24.349451065063455
mig,0.2,15.463094711303714,18.83003234863277,19.13491725921628,41.81468486785884
mig,0.3,29.196031093597412,27.076873779296854,26.63410902023314,52.04742670059206
mig,0.4,45.89763402938845,45.91788291931139,45.201749801635735,60.29307365417478
mig,0.5,50.044174194335916,48.950901031494155,49.60585355758667,95.93369483947754
mig,0.6,62.69810914993292,83.97117137908917,76.5261888504028,139.38354969024658
mig,0.7,92.28135108947754,87.35632896423338,88.31713676452657,224.31396484375
mig,0.8,157.3451066017151,156.91953659057617,171.31561994552607,348.57641696929875
mig,0.9,287.47014999389654,362.66846179962226,492.2623634338379,447.61591434478737
mig,1.0,1023.5590934753418,395.43356895446766,1316.82950258255,948.4553456306458
