mode,load,0_efficientnet_b5-8,1_resnet152-8,2_vgg11-4
mps-uncap,0.8,4.097700119018555,5.243539810180664,1.1428594589233398
mps-uncap,0.9,16.489863395690918,14.332294464111328,2.92205810546875
mps-uncap,1.0,75.42765140533447,827.2827863693237,26.288986206054688
mps-uncap,0.5,0.05269050598144531,0.051975250244140625,0.04172325134277344
mps-uncap,0.6,0.05269050598144531,0.050902366638183594,0.041484832763671875
mps-uncap,0.7,0.057697296142578125,0.05340576171875,0.14281272888183594
mps-uncap,0.1,0.05745887756347656,0.05984306335449219,0.04363059997558594
mps-uncap,0.2,0.056743621826171875,0.055789947509765625,0.0400543212890625
mps-uncap,0.3,0.057220458984375,0.05793571472167969,0.04267692565917969
mps-uncap,0.4,0.055909156799316406,0.05698204040527344,0.042438507080078125
