mode,load,0_efficientnet_b5-8,1_resnet152-8,2_vgg11-4
mps-uncap,0.8,0.011920928955078125,0.010013580322265625,0.008106231689453125
mps-uncap,0.9,0.012159347534179688,0.011682510375976562,0.007867813110351562
mps-uncap,1.0,0.012636184692382812,0.012159347534179688,0.008344650268554688
mps-uncap,0.5,0.011920928955078125,0.01049041748046875,0.009298324584960938
mps-uncap,0.6,0.012159347534179688,0.011205673217773438,0.0095367431640625
mps-uncap,0.7,0.012159347534179688,0.011444091796875,0.00858306884765625
mps-uncap,0.1,0.012874603271484375,0.014781951904296875,0.010013580322265625
mps-uncap,0.2,0.011682510375976562,0.012636184692382812,0.008344650268554688
mps-uncap,0.3,0.012636184692382812,0.010728836059570312,0.009059906005859375
mps-uncap,0.4,0.011444091796875,0.012874603271484375,0.009775161743164062
