mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,20.481491088867188,29.451417922973633,6.0146570205688485
mps-uncap,0.9,20.69401741027832,29.86171245574951,6.718158721923828
mps-uncap,1.0,21.192479133605957,28.077292442321777,6.907224655151367
mps-uncap,0.5,19.83323097229004,25.750494003295902,5.792617797851565
mps-uncap,0.6,20.111799240112305,25.408077239990234,5.5941104888916025
mps-uncap,0.7,20.383930206298828,25.78487396240234,5.686855316162113
mps-uncap,0.1,19.215106964111328,29.87980842590332,6.609916687011719
mps-uncap,0.2,19.058585166931152,26.975393295288086,6.705379486083984
mps-uncap,0.3,18.784523010253906,24.739360809326175,6.535100936889648
mps-uncap,0.4,19.181466102600098,25.360798835754398,6.328034400939941
