mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,16.260504722595215,9.966850280761719,2.0694732666015625
mps-uncap,0.9,44.135093688964844,39.514780044555664,5.881309509277344
mps-uncap,1.0,434.1970682144165,146.31783962249756,758.5723400115967
mps-uncap,0.5,0.05793571472167969,0.05650520324707031,0.1609325408935547
mps-uncap,0.6,1.7039775848388672,0.056743621826171875,0.6575584411621094
mps-uncap,0.7,8.464455604553223,0.06103515625,1.2989044189453125
mps-uncap,0.1,0.06532669067382812,0.06508827209472656,0.053882598876953125
mps-uncap,0.2,0.06389617919921875,0.06175041198730469,0.050067901611328125
mps-uncap,0.3,0.05984306335449219,0.059604644775390625,0.0476837158203125
mps-uncap,0.4,0.053882598876953125,0.056743621826171875,0.04875659942626953
