mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,19.40476894378662,24.379253387451172,2.8235912322998047
mps-uncap,0.9,20.071029663085938,25.438427925109863,2.978086471557617
mps-uncap,1.0,20.754098892211914,24.463534355163574,3.5364627838134766
mps-uncap,0.5,16.366243362426758,16.771912574768066,3.9224624633789062
mps-uncap,0.6,17.382383346557617,18.833398818969727,3.2961368560791016
mps-uncap,0.7,18.336057662963867,20.111799240112305,2.826690673828125
mps-uncap,0.1,17.824411392211914,21.710634231567383,6.06083869934082
mps-uncap,0.2,17.291784286499023,21.152734756469727,6.044149398803711
mps-uncap,0.3,15.901565551757812,20.36285400390625,5.625009536743164
mps-uncap,0.4,16.12234115600586,19.147276878356934,4.4165849685668945
