mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,0.012159347534179688,0.01239776611328125,0.008344650268554688
mps-uncap,0.9,0.012636184692382812,0.012874603271484375,0.00858306884765625
mps-uncap,1.0,0.014543533325195312,0.012636184692382812,0.01049041748046875
mps-uncap,0.5,0.010728836059570312,0.01239776611328125,0.008821487426757812
mps-uncap,0.6,0.012159347534179688,0.012159347534179688,0.0095367431640625
mps-uncap,0.7,0.011444091796875,0.012636184692382812,0.008344650268554688
mps-uncap,0.1,0.015497207641601562,0.02193450927734375,0.011444091796875
mps-uncap,0.2,0.0133514404296875,0.013828277587890625,0.010251998901367188
mps-uncap,0.3,0.014066696166992188,0.01239776611328125,0.011205673217773438
mps-uncap,0.4,0.012874603271484375,0.01239776611328125,0.010728836059570312
