mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,21.42786979675293,31.911134719848633,9.06825065612793
mps-uncap,0.9,21.28887176513672,31.707286834716797,9.280920028686523
mps-uncap,1.0,21.76189422607422,30.085325241088867,9.592056274414062
mps-uncap,0.5,20.725250244140625,31.07762336730957,9.183883666992188
mps-uncap,0.6,21.053314208984375,29.24799919128418,9.355306625366211
mps-uncap,0.7,21.297454833984375,29.393434524536133,9.953975677490234
mps-uncap,0.1,26.203155517578125,35.76159477233887,10.347127914428711
mps-uncap,0.2,20.410776138305664,32.526493072509766,9.118795394897461
mps-uncap,0.3,20.021438598632812,35.49981117248535,9.917974472045898
mps-uncap,0.4,20.128250122070312,30.859708786010742,9.944677352905273
