mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,89.52524662017828,74.84622001647949,13.712024688720705
mps-uncap,0.9,162.40973472595218,169.32518482208252,28.647947311401364
mps-uncap,1.0,1149.5559930801394,407.6998233795166,1312.2224807739258
mps-uncap,0.5,39.64829444885254,40.01431465148926,10.918617248535156
mps-uncap,0.6,45.577478408813484,43.63508224487305,11.097049713134766
mps-uncap,0.7,62.29214668273926,50.68945884704589,11.90485954284668
mps-uncap,0.1,19.435405731201172,30.856847763061523,8.672904968261719
mps-uncap,0.2,25.627970695495605,30.470728874206543,10.958051681518553
mps-uncap,0.3,29.169273376464847,29.042434692382816,11.516618728637695
mps-uncap,0.4,32.45434761047363,34.44995880126953,11.622118949890137
