mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,157.68311977386492,93.65907669067381,21.424522399902347
mps-uncap,0.9,232.92683601379403,279.81477022171026,48.36562156677246
mps-uncap,1.0,1326.4927220344541,538.6332249641417,1600.8696556091309
mps-uncap,0.5,59.706039428710945,49.123697280883825,13.973903656005856
mps-uncap,0.6,62.40078449249261,58.701143264770536,14.2759919166565
mps-uncap,0.7,100.43119668960576,69.1075134277344,17.689628601074247
mps-uncap,0.1,14.031410217285156,21.80669307708741,7.448558807373043
mps-uncap,0.2,18.524098396301287,22.909057140350214,11.151046752929691
mps-uncap,0.3,29.721117019653335,28.96046638488771,13.482131958007812
mps-uncap,0.4,40.33274412155161,32.98463582992551,15.215783119201648
