mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,15.37013053894043,12.256145477294922,2.329587936401367
mps-uncap,0.9,15.434503555297852,12.278079986572266,2.405881881713867
mps-uncap,1.0,17.640113830566406,12.445211410522461,2.406597137451172
mps-uncap,0.5,15.375137329101562,12.155771255493164,2.379179000854492
mps-uncap,0.6,15.352249145507812,12.329816818237305,2.3186206817626953
mps-uncap,0.7,15.433073043823242,11.981010437011719,2.363920211791992
mps-uncap,0.1,15.398979187011719,13.378381729125977,2.3849010467529297
mps-uncap,0.2,15.377283096313477,12.157917022705078,2.369403839111328
mps-uncap,0.3,15.37632942199707,12.129068374633789,2.360105514526367
mps-uncap,0.4,15.428304672241211,12.053966522216797,2.3398399353027344
