mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,70.65162658691408,50.71334838867187,10.1959228515625
mps-uncap,0.9,143.0815696716309,144.561505317688,25.022554397583004
mps-uncap,1.0,1128.6665201187136,382.9016208648684,1308.5603713989258
mps-uncap,0.5,21.77209854125977,19.92237567901612,6.758499145507813
mps-uncap,0.6,27.142810821533203,22.556304931640625,7.261085510253906
mps-uncap,0.7,43.93653869628906,29.40998077392578,8.349180221557617
mps-uncap,0.1,0.07581710815429688,5.379915237426758,2.7907371520996116
mps-uncap,0.2,8.91721248626709,8.06117057800293,5.118036270141602
mps-uncap,0.3,12.32061386108399,9.375238418579121,5.826187133789065
mps-uncap,0.4,15.65585136413574,16.356110572814945,6.866526603698727
