mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,20.892834663391113,30.740947723388665,8.048398494720459
mps-uncap,0.9,21.061782836914062,30.976765155792236,8.253822326660156
mps-uncap,1.0,21.45954132080078,29.33462858200073,8.8883638381958
mps-uncap,0.5,20.438785552978516,29.87961292266846,7.773609161376952
mps-uncap,0.6,20.69509506225586,28.37700366973877,7.942092418670655
mps-uncap,0.7,20.89327335357666,28.543148040771484,7.992649078369142
mps-uncap,0.1,20.22898197174073,32.35206604003906,8.206110000610352
mps-uncap,0.2,19.943976402282715,31.12610578536987,8.12875747680664
mps-uncap,0.3,19.628372192382812,31.068744659423917,8.06480884552002
mps-uncap,0.4,19.80118751525879,29.31608438491821,8.159983158111572
