mode,load,0_densenet121-32,1_densenet201-8,2_mobilenet_v3_small-4
mps-uncap,0.8,223.45352172851562,157.9575538635254,48.27761650085449
mps-uncap,0.9,292.2842502593994,411.28039360046387,70.85919380187988
mps-uncap,1.0,1384.4544887542725,602.689266204834,1640.7945156097412
mps-uncap,0.5,106.22978210449219,101.5012264251709,29.41608428955078
mps-uncap,0.6,102.9350757598877,106.64033889770508,28.800010681152344
mps-uncap,0.7,239.8533821105957,126.16801261901855,42.092323303222656
mps-uncap,0.1,40.24147987365723,47.19090461730957,18.75162124633789
mps-uncap,0.2,43.09201240539551,52.642107009887695,25.84671974182129
mps-uncap,0.3,60.395002365112305,55.36222457885742,29.72722053527832
mps-uncap,0.4,88.49501609802246,66.21527671813965,29.369592666625977
