mode,load,0_resnet152-16,1_inception_v3-16,2_vgg11-8
mps-uncap,1.0,317.97081898512164,542.0885693213633,1421.2897672907795
mig,1.0,510.35187005189493,901.5604255962411,664.8217752771415
