mode,load,0_resnet152-16,1_inception_v3-16,2_vgg11-8
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
mig,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
