mode,load,0_resnet101-2,1_resnet152-8,2_resnet50-4
mps-uncap,0.8,181.38994718866763,419.0396655936071,586.6929449035827
mps-uncap,0.9,192.4774179957126,474.0504150899353,668.7640484667259
mps-uncap,1.0,218.3879823840593,532.3450894169002,735.7863016797081
mps-uncap,0.5,111.8356951496661,264.96428149577093,372.39768289061624
mps-uncap,0.6,130.22222907420738,320.5765200134201,438.90074720060164
mps-uncap,0.7,154.27546075968246,362.4746193311291,516.4329800735932
mps-uncap,0.1,22.973706668974163,53.09760405454999,76.19991814789695
mps-uncap,0.2,42.60850097323491,99.21175353887577,146.84642653272522
mps-uncap,0.3,65.0265965117126,153.50646884280317,220.40111959677358
mps-uncap,0.4,88.58042498512914,205.911618272729,289.45013335418156
