mode,load,0_resnet101-2,1_resnet152-8,2_resnet50-4
mps-uncap,0.8,50.667762756347656,138.69404792785645,38.96331787109375
mps-uncap,0.9,78.77588272094727,232.94806480407715,81.95638656616211
mps-uncap,1.0,273.2212543487549,775.7365703582764,203.38964462280273
mps-uncap,0.5,31.802654266357422,52.819013595581055,24.070024490356445
mps-uncap,0.6,36.589622497558594,44.054508209228516,27.206897735595703
mps-uncap,0.7,48.897743225097656,93.68610382080078,34.017086029052734
mps-uncap,0.1,27.94790267944336,26.277542114257812,17.353057861328125
mps-uncap,0.2,23.74577522277832,34.97457504272461,16.59250259399414
mps-uncap,0.3,32.958984375,50.95863342285156,21.44646644592285
mps-uncap,0.4,33.609867095947266,41.437387466430664,21.452665328979492
