mode,load,0_resnet101-2,1_resnet152-8,2_resnet50-4
mps-uncap,0.8,5.022525787353516,8.723735809326172,2.7801990509033203
mps-uncap,0.9,4.97126579284668,8.836030960083008,2.7544498443603516
mps-uncap,1.0,5.067110061645508,9.92274284362793,2.8045177459716797
mps-uncap,0.5,5.031824111938477,8.772134780883789,2.825498580932617
mps-uncap,0.6,4.978418350219727,8.759498596191406,2.8123855590820312
mps-uncap,0.7,5.0334930419921875,8.681058883666992,2.803802490234375
mps-uncap,0.1,5.070924758911133,8.768320083618164,2.838611602783203
mps-uncap,0.2,5.052328109741211,8.794784545898438,2.8541088104248047
mps-uncap,0.3,5.11932373046875,8.737325668334961,2.825498580932617
mps-uncap,0.4,5.009889602661133,8.684635162353516,2.821683883666992
