mode,load,0_resnet101-2,1_resnet152-8,2_resnet50-4
mps-uncap,0.8,6.736278533935547,12.978792190551758,4.429101943969727
mps-uncap,0.9,7.372379302978516,14.20128345489502,4.653692245483398
mps-uncap,1.0,8.691072463989258,14.634251594543457,5.005121231079102
mps-uncap,0.5,8.118867874145508,11.99650764465332,4.516839981079102
mps-uncap,0.6,7.187604904174805,11.776208877563477,4.378795623779297
mps-uncap,0.7,6.809353828430176,12.255191802978516,4.238128662109375
mps-uncap,0.1,11.956214904785156,17.518281936645508,6.448626518249512
mps-uncap,0.2,11.85905933380127,15.516519546508789,6.406903266906738
mps-uncap,0.3,9.78398323059082,13.1683349609375,6.2084197998046875
mps-uncap,0.4,8.378028869628906,12.264370918273926,5.811214447021484
