mode,load,0_resnet101-2,1_resnet152-8,2_resnet50-4
mps-uncap,0.8,9.016513824462887,15.887217521667482,5.915727615356441
mps-uncap,0.9,8.85035514831543,16.18169784545898,5.9929513931274405
mps-uncap,1.0,9.712986946105957,15.265955924987793,6.152868270874023
mps-uncap,0.5,13.094384670257563,16.927294731140112,6.847953796386718
mps-uncap,0.6,11.453776359558104,15.269148349761963,6.7435359954834
mps-uncap,0.7,9.810500144958496,15.674674510955812,6.057548522949223
mps-uncap,0.1,13.707849979400635,19.983506202697754,7.256946563720703
mps-uncap,0.2,14.023313522338867,20.129199028015133,7.326364517211915
mps-uncap,0.3,13.964216709136963,20.291805267333984,7.216482162475585
mps-uncap,0.4,13.500986099243166,19.710962772369385,7.0847105979919425
