mode,load,0_vgg16-16,1_vgg16-16,2_vgg16-16,3_vgg16-16
mig,0.1,31.976699829101562,32.13167190551758,32.21321105957031,63.501834869384766
mig,0.2,31.972885131835938,32.103538513183594,32.196998596191406,63.47298622131348
mig,0.3,31.97622299194336,32.08279609680176,32.17434883117676,63.437700271606445
mig,0.4,31.974077224731445,32.08589553833008,32.17053413391113,63.451290130615234
mig,0.5,31.977415084838867,32.08303451538086,32.17172622680664,63.430070877075195
mig,0.6,31.975984573364258,32.07731246948242,32.147884368896484,63.4455680847168
mig,0.7,31.973838806152344,32.07683563232422,32.140254974365234,63.431501388549805
mig,0.8,31.974315643310547,32.09114074707031,32.14859962463379,63.456058502197266
mig,0.9,31.984806060791016,32.07206726074219,32.140254974365234,63.42267990112305
mig,1.0,31.992673873901367,32.0892333984375,32.155752182006836,63.690900802612305
