mode,load,0_vgg16-16,1_vgg16-16,2_vgg16-16,3_vgg16-16
mig,0.1,33.1881046295166,33.327579498291016,33.4010124206543,64.89133834838867
mig,0.2,33.18190574645996,33.30731391906738,33.417701721191406,64.53704833984375
mig,0.3,33.156394958496094,33.24127197265625,33.344268798828125,64.78095054626465
mig,0.4,33.194541931152344,33.28895568847656,33.36596488952637,64.8186206817627
mig,0.5,33.44106674194336,33.487558364868164,33.585548400878906,65.94562530517578
mig,0.6,33.59103202819824,33.73312950134277,33.76364707946777,66.10465049743652
mig,0.7,33.68401527404785,34.02996063232422,34.07573699951172,66.62416458129883
mig,0.8,34.0723991394043,34.14177894592285,34.311771392822266,67.00611114501953
mig,0.9,34.20901298522949,34.35850143432617,34.54995155334473,67.65079498291016
mig,1.0,34.49368476867676,34.557342529296875,34.73663330078125,68.04895401000977
