mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.8,180.39223670959504,547.5878834724426,184.63957071304313
mps-uncap,0.9,557.7431726455686,2920.7058215141296,637.4279069900513
mps-uncap,1.0,3834.2584490776057,10627.193450927734,4714.211740493774
mps-uncap,0.5,11.09606266021731,68.75472545623781,47.97326803207393
mps-uncap,0.6,22.413327693939213,135.33941268920935,59.641113281249936
mps-uncap,0.7,18.824338912963867,321.4463090896603,109.63364839553842
mps-uncap,0.1,4.394235610961915,47.067427635192864,37.74366378784177
mps-uncap,0.2,5.23675918579101,41.13081932067871,33.111212253570564
mps-uncap,0.3,6.571369171142575,48.680605888366706,33.658323287963874
mps-uncap,0.4,8.425745964050293,55.683517456054695,34.70078229904173
