mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.8,2.475843429565432,16.61158800125122,11.072089672088621
mps-uncap,0.9,2.3153352737426744,16.92694664001465,10.115642547607422
mps-uncap,1.0,1.8549799919128414,16.737623214721683,9.990997314453125
mps-uncap,0.5,2.996745109558106,16.852211952209473,11.348614692687985
mps-uncap,0.6,2.8105568885803227,16.656613349914554,11.182398796081541
mps-uncap,0.7,2.568018436431888,17.792944908142086,11.803925037384039
mps-uncap,0.1,2.9362297058105478,28.30556631088256,21.231584548950195
mps-uncap,0.2,2.5697612762451163,26.75596237182617,19.63783025741577
mps-uncap,0.3,2.75104522705078,23.846516609191898,16.642315387725834
mps-uncap,0.4,2.773144245147704,17.974870204925537,13.269286155700636
