mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.8,178.89286994934088,531.3230991363523,175.26984930038446
mps-uncap,0.9,556.0821008682249,2905.368068218231,628.1818723678588
mps-uncap,1.0,3832.7014803886414,10611.368911266327,4704.508998394012
mps-uncap,0.5,9.11820411682129,53.27780723571778,38.864810466766194
mps-uncap,0.6,20.549600124359138,119.6955299377445,50.299606323242166
mps-uncap,0.7,17.158007621765137,305.9491634368893,100.47492980957033
mps-uncap,0.1,2.1765613555908225,25.562047958374023,20.791194438934234
mps-uncap,0.2,3.233833312988281,25.967311859130856,23.10136079788208
mps-uncap,0.3,4.658539295196532,33.518743515014656,24.135727882385275
mps-uncap,0.4,6.462616920471186,39.95033979415895,25.397479534149166
