mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.8,4580.645047916509,122.30401069792099,189.6989362889627
mps-uncap,0.9,5061.660854244295,127.64913372488802,210.00519006583392
mps-uncap,1.0,5245.0324641030975,127.37711206100286,213.27657606606357
mps-uncap,0.5,2861.332750412381,77.68039510512307,117.2000659679298
mps-uncap,0.6,3335.0934865298245,93.20708188151423,141.20969733527903
mps-uncap,0.7,3908.3379485138653,107.14828705524242,162.67697934692075
mps-uncap,0.1,574.5081916842917,14.200778247946785,22.23633184781233
mps-uncap,0.2,1147.6559302185244,31.206712946818115,46.57890923659876
mps-uncap,0.3,1739.7560604794323,45.74207460066699,70.22662390231118
mps-uncap,0.4,2281.5303142015528,61.205590927075896,90.31614363563546
