mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,0.8,1.0898113250732422,15.106916427612305,8.966207504272461
mps-uncap,0.9,1.2202262878417969,15.777349472045898,9.267568588256836
mps-uncap,1.0,1.2514591217041016,15.407800674438477,9.087800979614258
mps-uncap,0.5,1.0852813720703125,14.719963073730469,8.905410766601562
mps-uncap,0.6,1.0504722595214844,14.867544174194336,8.842229843139648
mps-uncap,0.7,1.058816909790039,15.130996704101562,8.862495422363281
mps-uncap,0.1,1.1696815490722656,15.177488327026367,8.944034576416016
mps-uncap,0.2,1.15203857421875,14.820575714111328,8.84699821472168
mps-uncap,0.3,1.0635852813720703,14.642477035522461,9.091377258300781
mps-uncap,0.4,1.0821819305419922,14.898061752319336,8.963823318481445
